du-id,measTimeStampRf,nrCellIdentity,RRU.PrbUsedDl,targetTput,DRB.UEThpDl,x,y,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nbCellIdentity_4,rsrp_nb0,rsrq_nb0,rssinr_nb0,rsrp_nb1,rsrq_nb1,rssinr_nb1,rsrp_nb2,rsrq_nb2,rssinr_nb2,rsrp_nb3,rsrq_nb3,rssinr_nb3,rsrp_nb4,rsrq_nb4,rssinr_nb4,Viavi.UE.anomalies,ue-id
1009,2021-06-25T11:42:36.225,c9/N77,52.0,0.1,0.1,-1593.0,-877.0,-116.1587028855,-40.7928857631,16.0700845673,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011233,-40.7935152483,14.0653863295,-122.0726148813,-40.7959999879,10.1561725715,-122.617992568,-40.7965599873,9.6107948848,-123.0422873929,-40.7970469286,9.1865000599,-124.0379108793,-40.7983946064,8.1908765735,0,Waiting passenger 6
1009,2021-06-25T11:42:36.235,c9/N77,59.0,0.1,0.1,-1485.0,-855.0,-118.0823889492,-40.7934837854,14.1463985036,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869,-40.7944638999,12.1417002659,-120.8594269719,-40.7949797655,11.3693604809,-122.5551099771,-40.7964917787,9.6736774757,-122.7378393511,-40.7966927486,9.4909481017,-125.961596943,-40.8020584253,6.2671905098,0,Waiting passenger 5
1013,2021-06-25T11:42:36.235,c13/B13,45.0,0.3,0.1602071046,2341.6,-1001.0,-92.4635272105,-10.7963941872,29.7652602423,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3380369666,-10.8095063889,23.8907504862,-90.4588289728,-10.794700772,31.76995848,-99.6750392425,-10.815867506,22.5537482103,-100.0775782625,-10.8181966353,22.1512091903,-102.4552841855,-10.8373276377,19.7735032673,0,Train passenger 3
1006,2021-06-25T11:42:36.235,c6/B13,62.0,0.25,0.25,-232.0570946485,761.2961172653,-88.1608059266,-10.7935142313,34.0679815262,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.0353156826,-10.7983906773,28.1934717702,-86.1561076889,-10.792885122,36.0726797639,-91.7828124599,-10.7957297974,30.4459749929,-93.7518060679,-10.7979752594,28.4769813849,-96.4341059861,-10.8032345336,25.7946814667,0,Pedestrian-2
1002,2021-06-25T11:42:36.235,c2/N77,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034374,-40.7933563233,14.4909840154,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-119.7425016751,-40.7942617113,12.4862857777,-119.9560424328,-40.7943851132,12.27274502,-122.5711586077,-40.7965090929,9.6576288451,-123.1446579317,-40.7971717025,9.0841295211,-125.6170114312,-40.8012777382,6.6117760216,0,Waiting passenger 3
1001,2021-06-25T11:42:36.235,c1/B13,30.0,0.25,0.1330944872,30.8420563443,-293.2601403896,-85.1320117544,-10.7926598135,37.0967756984,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.0065215104,-10.7950888376,31.2222659424,-83.1273135166,-10.7923465453,39.1014739362,-94.1501457261,-10.7985667921,28.0786417267,-94.2495945314,-10.7987231191,27.9791929214,-94.8356490584,-10.7997206124,27.3931383944,0,Pedestrian-1
1013,2021-06-25T11:42:36.245,c13/B13,45.0,0.3,0.1602455356,2341.5,-1004.0,-92.4563783845,-10.7963866555,29.7724090683,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3308881405,-10.8094773464,23.8978993123,-90.4516801467,-10.7946960231,31.7771073061,-99.6792139956,-10.8158905765,22.5495734572,-100.0707500506,-10.8181553107,22.1580374022,-102.4636320234,-10.8374147512,19.7651554294,0,Train passenger 1
1009,2021-06-25T11:42:36.245,c9/N77,59.0,0.1,0.1,-1485.0,-855.0,-118.0823889492,-40.7934837854,14.1463985036,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869,-40.7944638999,12.1417002659,-120.8594269719,-40.7949797655,11.3693604809,-122.5551099771,-40.7964917787,9.6736774757,-122.7378393511,-40.7966927486,9.4909481017,-125.961596943,-40.8020584253,6.2671905098,0,Waiting passenger 5
1013,2021-06-25T11:42:36.255,c13/B13,45.0,0.3,0.1602522651,2341.4,-1004.0,-92.4551265842,-10.7963853379,29.7736608686,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3296363403,-10.8094722658,23.8991511125,-90.4504283465,-10.7946951924,31.7783591063,-99.6786853596,-10.815887654,22.5501020932,-100.0702669908,-10.8181523897,22.158520462,-102.4633536021,-10.837411843,19.7654338507,0,Train passenger 1
1003,2021-06-25T11:42:36.255,c3/B13,45.0,0.1,0.0762489171,-512.0,-913.0,-118.2297170673,-40.7935414439,13.9990703855,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.2250188296,-40.7929022759,16.0037686232,-119.3639853736,-40.7940573339,12.8648020792,-124.1042268234,-40.7984958079,8.1245606294,-125.3744722924,-40.8007641525,6.8543151604,-126.1315516671,-40.8024668337,6.0972357857,0,Waiting passenger 1
1001,2021-06-25T11:42:36.255,c1/B13,30.0,0.25,0.1330934595,30.8408126935,-293.2700627549,-85.1322982583,-10.7926598694,37.0964891946,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.0068080143,-10.7950890537,31.2219794385,-83.1276000205,-10.7923465805,39.1011874323,-94.1500418356,-10.7985666306,28.0787456172,-94.2495749621,-10.798723088,27.9792124907,-94.8356098528,-10.7997205411,27.3931776,0,Pedestrian-1
1013,2021-06-25T11:42:36.255,c13/B13,45.0,0.3,0.1602205443,2341.4,-1001.0,-92.4610271841,-10.7963915518,29.7677602687,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3355369402,-10.809496227,23.8932505126,-90.4563289464,-10.7946991104,31.7724585064,-99.673980854,-10.8158616606,22.5548065988,-100.0766135753,-10.818190793,22.1521738775,-102.4547262351,-10.8373218211,19.7740612177,0,Train passenger 3
1009,2021-06-25T11:42:36.265,c9/B13,45.0,0.1,0.0797058314,-1622.0,-1334.0,-117.5636378775,-40.793295645,14.6651495753,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.5589396398,-40.7927473338,16.669847813,-121.4404220543,-40.7954329453,10.7883653985,-123.4381476335,-40.7975461426,8.7906398193,-126.6365595574,-40.8037788481,5.5922278954,-128.2416066243,-40.8091186172,3.9871808285,0,Waiting passenger 10
1004,2021-06-25T11:42:36.265,c4/B2,83.0,0.25,0.25,1418.9304199817,-616.2878036897,-97.0287742106,-10.80490814,25.2000132422,c13/B2,c4/B13,c4/N77,c12/B2,c5/B2,-96.4220396103,-10.8032028842,25.8067478425,-91.1542644545,-10.7952021702,31.0745229983,-89.1495662168,-10.7939492185,33.079221236,-103.1992173359,-10.8457791985,19.0295701169,-103.9551411834,-10.8559641578,18.2736462694,0,Pedestrian-3
1001,2021-06-25T11:42:36.275,c1/B13,30.0,0.25,0.1330924318,30.8395690426,-293.2799851202,-85.1325847532,-10.7926599253,37.0962026996,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.0070945092,-10.7950892698,31.2216929436,-83.1278865155,-10.7923466157,39.1009009373,-94.1499379438,-10.7985664692,28.078849509,-94.2495553939,-10.7987230569,27.9792320589,-94.8355706479,-10.7997204698,27.3932168049,0,Pedestrian-1
1013,2021-06-25T11:42:36.275,c13/N77,76.0,0.3,0.3,2245.2,-1009.0,-89.1439513424,-10.7939464584,33.0848361104,c13/B13,c13/B2,c4/N77,c12/N77,c5/N77,-91.1486495801,-10.7951977923,31.0801378727,-97.0231593362,-10.8048912453,25.2056281166,-97.1603243181,-10.8053102587,25.0684631347,-97.5788609696,-10.806673473,24.6499264832,-100.2065748697,-10.818989584,22.0222125831,0,Train passenger 2
1009,2021-06-25T11:42:36.275,c9/N77,52.0,0.1,0.1,-1593.0,-877.0,-116.1587028855,-40.7928857631,16.0700845673,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011233,-40.7935152483,14.0653863295,-122.0726148813,-40.7959999879,10.1561725715,-122.617992568,-40.7965599873,9.6107948848,-123.0422873929,-40.7970469286,9.1865000599,-124.0379108793,-40.7983946064,8.1908765735,0,Waiting passenger 6
1010,2021-06-25T11:42:36.285,c10/N77,48.0,0.1,0.1,-1269.0,-1344.0,-114.8015886427,-40.7925977416,17.4271988101,c10/B13,c9/N77,c10/B2,c2/N77,c3/N77,-116.8062868805,-40.7930583283,15.4225005724,-120.7779321318,-40.7949209066,11.450855321,-122.6807966365,-40.7966291026,9.5479908163,-122.8330111327,-40.7968008142,9.3957763201,-124.9749387341,-40.7999781167,7.2538487187,0,Waiting passenger 8
1009,2021-06-25T11:42:36.285,c9/N77,52.0,0.1,0.1,-1593.0,-877.0,-116.1587028855,-40.7928857631,16.0700845673,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011233,-40.7935152483,14.0653863295,-122.0726148813,-40.7959999879,10.1561725715,-122.617992568,-40.7965599873,9.6107948848,-123.0422873929,-40.7970469286,9.1865000599,-124.0379108793,-40.7983946064,8.1908765735,0,Waiting passenger 6
1002,2021-06-25T11:42:36.285,c2/N77,50.0,0.1,0.1,-570.0,-841.0,-115.5031221937,-40.7927353966,16.7256652591,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-117.5078204315,-40.7932767077,14.7209670213,-117.8386946369,-40.7933926021,14.3900928159,-123.3823301875,-40.79747297,8.8464572653,-123.5875694902,-40.7977467095,8.6412179626,-123.867047551,-40.7981408596,8.3617399018,0,Waiting passenger 7
1002,2021-06-25T11:42:36.295,c2/B13,91.0,0.75,0.431341731,-993.0,-705.0,-82.5934846133,-10.792284774,39.6353028395,c2/B2,c2/N77,c3/B13,c10/B13,c8/B13,-88.4679943694,-10.7936389352,33.7607930834,-80.5887863756,-10.792110154,41.6400010772,-95.2409117022,-10.8004933179,26.9878757506,-95.4341066731,-10.8008877897,26.7946807797,-95.4993651268,-10.8010250425,26.729422326,0,Car-1
1002,2021-06-25T11:42:36.305,c2/N77,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034374,-40.7933563233,14.4909840154,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-119.7425016751,-40.7942617113,12.4862857777,-119.9560424328,-40.7943851132,12.27274502,-122.5711586077,-40.7965090929,9.6576288451,-123.1446579317,-40.7971717025,9.0841295211,-125.6170114312,-40.8012777382,6.6117760216,0,Waiting passenger 3
1009,2021-06-25T11:42:36.305,c9/B13,45.0,0.1,0.065244493,-1421.0,-964.0,-120.3798277805,-40.7946487236,11.8489596723,c9/N77,c2/B13,c10/B13,c8/B13,c9/B2,-118.3751295428,-40.7936003024,13.85365791,-122.8457359437,-40.796815443,9.3830515091,-123.4232974011,-40.7975265833,8.8054900517,-125.6833827318,-40.8014233416,6.545404721,-126.2543375366,-40.8027719728,5.9744499162,0,Waiting passenger 4
1002,2021-06-25T11:42:36.305,c2/N77,50.0,0.1,0.1,-570.0,-841.0,-115.5031221937,-40.7927353966,16.7256652591,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-117.5078204315,-40.7932767077,14.7209670213,-117.8386946369,-40.7933926021,14.3900928159,-123.3823301875,-40.79747297,8.8464572653,-123.5875694902,-40.7977467095,8.6412179626,-123.867047551,-40.7981408596,8.3617399018,0,Waiting passenger 7
1003,2021-06-25T11:42:36.315,c3/B13,45.0,0.1,0.0762489171,-512.0,-913.0,-118.2297170673,-40.7935414439,13.9990703855,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.2250188296,-40.7929022759,16.0037686232,-119.3639853736,-40.7940573339,12.8648020792,-124.1042268234,-40.7984958079,8.1245606294,-125.3744722924,-40.8007641525,6.8543151604,-126.1315516671,-40.8024668337,6.0972357857,0,Waiting passenger 1
1005,2021-06-25T11:42:36.315,c5/B13,91.0,0.75,0.4009630431,1008.0,307.6,-85.3853929335,-10.7927107161,36.8433945193,c5/B2,c5/N77,c4/B13,c1/B13,c6/B13,-91.2599026896,-10.7952855995,30.9688847632,-83.3806946958,-10.7923786303,38.848092757,-94.6280713665,-10.7993518413,27.6007160863,-96.1904745804,-10.8026121912,26.0383128724,-97.9310956826,-10.8079266762,24.2976917702,0,Car-3
1002,2021-06-25T11:42:36.315,c2/N77,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034374,-40.7933563233,14.4909840154,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-119.7425016751,-40.7942617113,12.4862857777,-119.9560424328,-40.7943851132,12.27274502,-122.5711586077,-40.7965090929,9.6576288451,-123.1446579317,-40.7971717025,9.0841295211,-125.6170114312,-40.8012777382,6.6117760216,0,Waiting passenger 3
1003,2021-06-25T11:42:36.325,c3/N77,56.0,0.1,0.1,-594.0,-981.0,-117.2209815512,-40.7931831377,15.0078059016,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.4979036229,-40.7932733685,14.7308838299,-119.2256797889,-40.7939869875,13.0031076639,-122.3730509717,-40.7962997726,9.8557364811,-124.9194795942,-40.7998746009,7.3093078586,-125.1001895449,-40.8002168125,7.1285979079,0,Waiting passenger 9
1001,2021-06-25T11:42:36.335,c1/B13,30.0,0.75,0.1347937516,279.2,-2.0,-84.6582857125,-10.792572255,37.5705017403,c1/B2,c1/N77,c4/B13,c5/B13,c6/B13,-90.5327954685,-10.7947503686,31.6959919843,-82.6535874748,-10.7922913555,39.575199978,-93.5981293549,-10.7977611463,28.6306580979,-93.6295489899,-10.7978043092,28.5992384629,-96.9147621707,-10.8045693203,25.3140252821,0,Car-2
1009,2021-06-25T11:42:36.335,c9/N77,59.0,0.1,0.1,-1485.0,-855.0,-118.0823889492,-40.7934837854,14.1463985036,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869,-40.7944638999,12.1417002659,-120.8594269719,-40.7949797655,11.3693604809,-122.5551099771,-40.7964917787,9.6736774757,-122.7378393511,-40.7966927486,9.4909481017,-125.961596943,-40.8020584253,6.2671905098,0,Waiting passenger 5
1013,2021-06-25T11:42:36.335,c13/N77,76.0,0.3,0.3,2244.6,-1009.0,-89.1352405802,-10.7939421835,33.0935468726,c13/B13,c13/B2,c4/N77,c12/N77,c5/N77,-91.1399388179,-10.7951910117,31.0888486349,-97.0144485739,-10.8048650785,25.2143388789,-97.1569811317,-10.8052998883,25.0718063211,-97.5758250409,-10.8066631058,24.6529624119,-100.2049173784,-10.8189792462,22.0238700744,0,Train passenger 2
1003,2021-06-25T11:42:36.345,c3/B13,45.0,0.1,0.0762489171,-512.0,-913.0,-118.2297170673,-40.7935414439,13.9990703855,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.2250188296,-40.7929022759,16.0037686232,-119.3639853736,-40.7940573339,12.8648020792,-124.1042268234,-40.7984958079,8.1245606294,-125.3744722924,-40.8007641525,6.8543151604,-126.1315516671,-40.8024668337,6.0972357857,0,Waiting passenger 1
1002,2021-06-25T11:42:36.345,c2/N77,58.0,0.1,0.1,-1010.0,-1024.0,-117.7378034374,-40.7933563233,14.4909840154,c2/B13,c10/N77,c3/N77,c9/N77,c2/B2,-119.7425016751,-40.7942617113,12.4862857777,-119.9560424328,-40.7943851132,12.27274502,-122.5711586077,-40.7965090929,9.6576288451,-123.1446579317,-40.7971717025,9.0841295211,-125.6170114312,-40.8012777382,6.6117760216,0,Waiting passenger 3
1005,2021-06-25T11:42:36.345,c5/B13,91.0,0.75,0.4008110875,1008.0,307.0,-85.3993589484,-10.7927136091,36.8294285044,c5/B2,c5/N77,c4/B13,c1/B13,c6/B13,-91.2738687045,-10.7952967819,30.9549187483,-83.3946607107,-10.7923804538,38.8341267421,-94.6222700634,-10.7993417856,27.6065173894,-96.1890325598,-10.8026086103,26.039754893,-97.933614291,-10.8079360068,24.2951731618,0,Car-3
1002,2021-06-25T11:42:36.355,c2/B13,91.0,0.75,0.4309910074,-993.0,-706.2,-82.6257159428,-10.7922882922,39.6030715101,c2/B2,c2/N77,c3/B13,c10/B13,c8/B13,-88.5002256988,-10.793652538,33.728561754,-80.621017705,-10.7921123714,41.6077697478,-95.2361987328,-10.8004839119,26.99258872,-95.4233893539,-10.8008654449,26.8053980989,-95.5071213173,-10.8010414927,26.7216661355,0,Car-1
1002,2021-06-25T11:42:36.355,c2/N77,50.0,0.1,0.1,-570.0,-841.0,-115.5031221937,-40.7927353966,16.7256652591,c2/B13,c3/N77,c2/B2,c10/N77,c1/N77,-117.5078204315,-40.7932767077,14.7209670213,-117.8386946369,-40.7933926021,14.3900928159,-123.3823301875,-40.79747297,8.8464572653,-123.5875694902,-40.7977467095,8.6412179626,-123.867047551,-40.7981408596,8.3617399018,0,Waiting passenger 7
1003,2021-06-25T11:42:36.355,c3/B13,45.0,0.1,0.0762489171,-512.0,-913.0,-118.2297170673,-40.7935414439,13.9990703855,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.2250188296,-40.7929022759,16.0037686232,-119.3639853736,-40.7940573339,12.8648020792,-124.1042268234,-40.7984958079,8.1245606294,-125.3744722924,-40.8007641525,6.8543151604,-126.1315516671,-40.8024668337,6.0972357857,0,Waiting passenger 1
1009,2021-06-25T11:42:36.365,c9/N77,59.0,0.1,0.1,-1485.0,-855.0,-118.0823889492,-40.7934837854,14.1463985036,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869,-40.7944638999,12.1417002659,-120.8594269719,-40.7949797655,11.3693604809,-122.5551099771,-40.7964917787,9.6736774757,-122.7378393511,-40.7966927486,9.4909481017,-125.961596943,-40.8020584253,6.2671905098,0,Waiting passenger 5
1010,2021-06-25T11:42:36.365,c10/N77,48.0,0.1,0.1,-1269.0,-1344.0,-114.8015886427,-40.7925977416,17.4271988101,c10/B13,c9/N77,c10/B2,c2/N77,c3/N77,-116.8062868805,-40.7930583283,15.4225005724,-120.7779321318,-40.7949209066,11.450855321,-122.6807966365,-40.7966291026,9.5479908163,-122.8330111327,-40.7968008142,9.3957763201,-124.9749387341,-40.7999781167,7.2538487187,0,Waiting passenger 8
1003,2021-06-25T11:42:36.365,c3/B13,45.0,0.1,0.0762489171,-512.0,-913.0,-118.2297170673,-40.7935414439,13.9990703855,c3/N77,c2/B13,c3/B2,c10/B13,c1/B13,-116.2250188296,-40.7929022759,16.0037686232,-119.3639853736,-40.7940573339,12.8648020792,-124.1042268234,-40.7984958079,8.1245606294,-125.3744722924,-40.8007641525,6.8543151604,-126.1315516671,-40.8024668337,6.0972357857,0,Waiting passenger 1
1013,2021-06-25T11:42:36.375,c13/B13,45.0,0.3,0.1603012624,2340.2,-1001.0,-92.4460122846,-10.7963757562,29.7827751682,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3205220406,-10.809435318,23.9082654122,-90.4413140468,-10.7946891509,31.787473406,-99.6676280499,-10.8158266045,22.5611594029,-100.0708236354,-10.8181557557,22.1579638174,-102.4513785801,-10.8372869378,19.7774088727,0,Train passenger 3
1009,2021-06-25T11:42:36.375,c9/N77,52.0,0.1,0.1,-1593.0,-877.0,-116.1587028855,-40.7928857631,16.0700845673,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-118.1634011233,-40.7935152483,14.0653863295,-122.0726148813,-40.7959999879,10.1561725715,-122.617992568,-40.7965599873,9.6107948848,-123.0422873929,-40.7970469286,9.1865000599,-124.0379108793,-40.7983946064,8.1908765735,0,Waiting passenger 6
1010,2021-06-25T11:42:36.375,c10/N77,48.0,0.1,0.1,-1269.0,-1344.0,-114.8015886427,-40.7925977416,17.4271988101,c10/B13,c9/N77,c10/B2,c2/N77,c3/N77,-116.8062868805,-40.7930583283,15.4225005724,-120.7779321318,-40.7949209066,11.450855321,-122.6807966365,-40.7966291026,9.5479908163,-122.8330111327,-40.7968008142,9.3957763201,-124.9749387341,-40.7999781167,7.2538487187,0,Waiting passenger 8
1009,2021-06-25T11:42:36.385,c9/N77,59.0,0.1,0.1,-1485.0,-855.0,-118.0823889492,-40.7934837854,14.1463985036,c9/B13,c2/N77,c8/N77,c10/N77,c9/B2,-120.0870871869,-40.7944638999,12.1417002659,-120.8594269719,-40.7949797655,11.3693604809,-122.5551099771,-40.7964917787,9.6736774757,-122.7378393511,-40.7966927486,9.4909481017,-125.961596943,-40.8020584253,6.2671905098,0,Waiting passenger 5
1001,2021-06-25T11:42:36.385,c1/B13,30.0,0.75,0.121480693,5.0,-428.2,-88.3700801793,-10.7935982254,33.8587072735,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-94.2445899354,-10.7987151665,27.9841975174,-86.3653819416,-10.7929380693,35.8634055112,-92.5855528272,-10.7965246768,29.6432346256,-94.1858328723,-10.7986224792,28.0429545805,-94.2878474767,-10.7987842085,27.9409399761,0,Car-4
1006,2021-06-25T11:42:36.395,c6/B13,62.0,0.25,0.25,-232.1236832877,761.2517781954,-88.1623392954,-10.7935148321,34.0664481574,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.0368490514,-10.7983929985,28.1919384014,-86.1576410577,-10.7928855007,36.0711463952,-91.7817531434,-10.7957288425,30.4470343094,-93.7515551645,-10.7979749036,28.4772322883,-96.4345621885,-10.8032357319,25.7942252643,0,Pedestrian-2
1003,2021-06-25T11:42:36.395,c3/N77,56.0,0.1,0.1,-594.0,-981.0,-117.2209815512,-40.7931831377,15.0078059016,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.4979036229,-40.7932733685,14.7308838299,-119.2256797889,-40.7939869875,13.0031076639,-122.3730509717,-40.7962997726,9.8557364811,-124.9194795942,-40.7998746009,7.3093078586,-125.1001895449,-40.8002168125,7.1285979079,0,Waiting passenger 9
1003,2021-06-25T11:42:36.405,c3/N77,56.0,0.1,0.1,-594.0,-981.0,-117.2209815512,-40.7931831377,15.0078059016,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.4979036229,-40.7932733685,14.7308838299,-119.2256797889,-40.7939869875,13.0031076639,-122.3730509717,-40.7962997726,9.8557364811,-124.9194795942,-40.7998746009,7.3093078586,-125.1001895449,-40.8002168125,7.1285979079,0,Waiting passenger 9
1004,2021-06-25T11:42:36.405,c4/B2,83.0,0.25,0.25,1418.8721549223,-616.2490070036,-97.0278621767,-10.8049053943,25.2009252761,c13/B2,c4/B13,c4/N77,c12/B2,c5/B2,-96.4229971134,-10.8032053925,25.8057903394,-91.1533524207,-10.7952014587,31.0754350322,-89.1486541829,-10.7939487699,33.0801332699,-103.1992561957,-10.8457796784,19.0295312571,-103.9547381827,-10.8559582489,18.2740492701,0,Pedestrian-3
1009,2021-06-25T11:42:36.405,c9/B13,45.0,0.1,0.0797058314,-1622.0,-1334.0,-117.5636378775,-40.793295645,14.6651495753,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.5589396398,-40.7927473338,16.669847813,-121.4404220543,-40.7954329453,10.7883653985,-123.4381476335,-40.7975461426,8.7906398193,-126.6365595574,-40.8037788481,5.5922278954,-128.2416066243,-40.8091186172,3.9871808285,0,Waiting passenger 10
1001,2021-06-25T11:42:36.405,c1/B13,30.0,0.25,0.1330857529,30.8314853122,-293.3444804945,-85.1344467529,-10.7926602887,37.0943406999,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.008956509,-10.7950906744,31.2198309438,-83.1297485152,-10.7923468448,39.0990389376,-94.1492626172,-10.7985654198,28.0795248356,-94.2494282283,-10.7987228547,27.9793592245,-94.8353158334,-10.7997200062,27.3934716194,0,Pedestrian-1
1009,2021-06-25T11:42:36.415,c9/B13,45.0,0.1,0.0797058314,-1622.0,-1334.0,-117.5636378775,-40.793295645,14.6651495753,c9/N77,c10/B13,c9/B2,c2/B13,c8/B13,-115.5589396398,-40.7927473338,16.669847813,-121.4404220543,-40.7954329453,10.7883653985,-123.4381476335,-40.7975461426,8.7906398193,-126.6365595574,-40.8037788481,5.5922278954,-128.2416066243,-40.8091186172,3.9871808285,0,Waiting passenger 10
1013,2021-06-25T11:42:36.425,c13/B13,45.0,0.3,0.160366812,2339.7,-1004.0,-92.4338190041,-10.7963629689,29.7949684487,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3083287602,-10.8093860091,23.9204586926,-90.4291207664,-10.7946810883,31.7996666864,-99.6696940571,-10.8158379996,22.5590933957,-100.0620516486,-10.8181027611,22.1667358042,-102.4586205321,-10.8373624341,19.7701669207,0,Train passenger 1
1003,2021-06-25T11:42:36.425,c3/N77,56.0,0.1,0.1,-594.0,-981.0,-117.2209815512,-40.7931831377,15.0078059016,c2/N77,c3/B13,c10/N77,c1/N77,c3/B2,-117.4979036229,-40.7932733685,14.7308838299,-119.2256797889,-40.7939869875,13.0031076639,-122.3730509717,-40.7962997726,9.8557364811,-124.9194795942,-40.7998746009,7.3093078586,-125.1001895449,-40.8002168125,7.1285979079,0,Waiting passenger 9
1006,2021-06-25T11:42:36.425,c6/B13,62.0,0.25,0.25,-232.1361686576,761.2434646198,-88.1626267772,-10.7935149448,34.0661606756,c6/B2,c6/N77,c7/B13,c1/B13,c5/B13,-94.0371365332,-10.7983934338,28.1916509196,-86.1579285394,-10.7928855718,36.0708589134,-91.7815545082,-10.7957286634,30.4472329446,-93.7515081283,-10.7979748369,28.4772793245,-96.4346477263,-10.8032359566,25.7941397265,0,Pedestrian-2
1002,2021-06-25T11:42:36.425,c2/B13,91.0,0.75,0.4305816044,-993.0,-707.6,-82.6633399183,-10.7922924321,39.5654475345,c2/B2,c2/N77,c3/B13,c10/B13,c8/B13,-88.5378496744,-10.7936685449,33.6909377784,-80.6586416806,-10.7921149808,41.5701457722,-95.2307115479,-10.8004729736,26.9980759049,-95.4108693261,-10.8008394112,26.8179181267,-95.5161693556,-10.80106072,26.7126180972,0,Car-1
1009,2021-06-25T11:42:36.435,c9/B13,45.0,0.1,0.065244493,-1421.0,-964.0,-120.3798277805,-40.7946487236,11.8489596723,c9/N77,c2/B13,c10/B13,c8/B13,c9/B2,-118.3751295428,-40.7936003024,13.85365791,-122.8457359437,-40.796815443,9.3830515091,-123.4232974011,-40.7975265833,8.8054900517,-125.6833827318,-40.8014233416,6.545404721,-126.2543375366,-40.8027719728,5.9744499162,0,Waiting passenger 4
1005,2021-06-25T11:42:36.435,c5/B13,91.0,0.75,0.4003559477,1008.0,305.2,-85.4411902414,-10.79272233,36.7875972114,c5/B2,c5/N77,c4/B13,c1/B13,c6/B13,-91.3156999975,-10.7953304914,30.9130874553,-83.4364920037,-10.7923859508,38.7922954491,-94.6048438458,-10.7993116605,27.623943607,-96.1847205356,-10.8025979096,26.0440669172,-97.9411726513,-10.8079640401,24.2876148015,0,Car-3
1013,2021-06-25T11:42:36.445,c13/B13,45.0,0.3,0.1603803061,2339.5,-1004.0,-92.4313088739,-10.7963603409,29.797478579,c13/B2,c13/N77,c4/B13,c12/B13,c5/B13,-98.3058186299,-10.8093758754,23.9229688229,-90.4266106361,-10.7946794313,31.8021768167,-99.6686356989,-10.8158321615,22.5601517539,-100.0610847246,-10.8180969261,22.1677027282,-102.4580637119,-10.8373566249,19.7707237409,0,Train passenger 1
1001,2021-06-25T11:42:36.445,c1/B13,30.0,0.25,0.1330836981,30.8289980106,-293.364325225,-85.1350196001,-10.7926604005,37.0937678527,c1/B2,c1/N77,c3/B13,c4/B13,c2/B13,-91.0095293561,-10.7950911067,31.2192580967,-83.1303213624,-10.7923469153,39.0984660904,-94.1490548139,-10.798565097,28.0797326389,-94.2493891101,-10.7987227925,27.9793983427,-94.835237435,-10.7997198636,27.3935500178,0,Pedestrian-1
